target,text
0,going to the gym to work my butt off 
4,@PeytonMelissa Happy Birthday! 
4,"1st day back at work went fast and got a lot done. Now, off to dinner "
4,@twitseeker Awesome!  Thank you!
4,@jamslashjam nothin much 
4,@DonnieWahlberg GIDDY UP! You gotta love JABBA!  Andrea
4,@jaydriscoll88 frozen shit all the way dude 
0,The Second Chance is always the best. But no one will accept the second asking because of other peoples reactions. 
4,@DaliLama13 - its monday today 
0,"@MontanaOne don't remind me.... I threw out whole boxes of'em, SCSI too.... it pains me to have to go out and buy one "
0,"Almost off work, not looking forward to walking outside &amp; instantly sweating. It's 100 today "
4,seeing the new moon trailer one more time before i settle my stuff... weeeee.. TEAM JACOB 4evahh!! 
0,Another day of drone work 
4,and competition is closed 
0,@ReeReeKins oooo hey!! I wish you were closer so we could do a girls day.. 
0,i feel really sucky right now 
0,Really expected better from university students. One's ripped off whole sections from websites... 
0,"shoulders shot  i love getting hurt, but it is what it is. Work today then idk what"
4,wow. my wall looks so bare without all the panic at the disco photos. haha. its... bare. 
0,@foodielive i dont even know how to tell......  
4,"Well Jared joined Twitter? And here I thought everybody was here already XD Well, hello @1jaredPADALECKI !! "
0,@stryke303 I know. I barely made it to Space tbh. I feel terrible about not going Friday. Glad to hear it went well though. 
4,@JRKs_HEMIGRL Thanks girl!! 
4,"@nytwriter227 &quot;Lurgy&quot;, created by Spike Milligan in the Goon Show on BBC radio.  It means a vile disease "
4,Thinking i should head to bed in a few minutes....hoping like hell my mcfly dvd arrives tomorow im dying to watch it!!! 
4,"Alright, who ordered the rain for tomorrow? I'm way ahead of everybody. I've just built an ark and rounded up two of every animal. "
4,Ps I love you... Great movie!!! 
4,The chilis was great..I'm full and at the house updating my apps on my g1. 
4,Good morning! Late nite last nite. Up early and back in S. Jersey. Its good when the COO asks me if I'll be driving him regularly. 
4,"@raggedj  Well, it may not make you a great dancer #SYTYCD but it will definitely get you in shape for dance lessons "
4,@PhotosbyLee no - just sending some clients up there 
0,leaving my laptop to make/learn my german.. i'll miss you 
4,Rested yet tired. I have probably slept for 15 hours. I got 12 hours straight after I finished the blog post. Nothing like #purplezzzs 
4,Time to start a new day. 
0,"it's time to say my prayers and go to sleep...i know you'll be tweeting all night without me   hehe, i'll catch up in the am"
4,@HeatherABC Any bfs fan/friend is a friend I need to have.  
4,Guess what I'm doing   http://twitpic.com/6a1o4
4,@EmpressSchuck Hi. Just want to tell you na your so pretty and galing umarte. Napanood ko yung BFF and I love your tandem with Enchong! 
0,@btnfelipe Why are you sad? 
0,@CrazyMechanic thanks sorry about the broken link 
4,yeah miley had won an award  
4,@alexandarae Ah a girl from my work is going on monday  I'm working unfortunately
4,@sethsimonds I appreciate your step that you took. I sometimes want to clear my list too but I'm still too far from your list 
4,"Im going to dye my hair dark burgundy/black and chop it off, just long enough for a pony tail for work! Yay for spontaneity "
4,Sorry Tweeple! I was jumping for an hour cuz my sister got into a GREAT college!     
0,@lestats_cat aw  shame
4,"the requirement is someone who knows how to swim. I can't swim, but i can put on a bikini "
0,is gutted the show iss over 
4,"yes, i am quite unsure aswell  haha"
4,G'night to Aggy who has yet to make a Twitter and to everyone who made my day feel special. good special. 
0,"hoping to get some cash from these lame textbooks. if not, i only have $1... "
4,Drinking a smoothie without a straw = smoothie mustache. 
0,"@tooshbag omg yesss that poor ladyy~~ kesian  if I could just find sum1 to marry her,be her dancing partner,pass out with her..etc."
0,i'm off to tire myself out even more 
4,"Playing sims 3  hehehe.  Today was good, watched two episodes of BSG."
4,*is happy to be home since Friday*  
0,@yannickjoker it wasnt good. 
4,"@MarciaBrazil now that's funny, I met someone who said she was the virgin mother "
0,would like to have even a little bit of time off work. Laying out until 11:30 then work 12:30-8:30. 
0,6 months after sending a letter i just got back a signed autograph dedicated to mum from cliff richard... that kind of hit me hard... 
4,"@JulieAbel I am in Weirton Julie, way up North at the tippy top! LOL we don't think southern WV folks like us too much.   "
0,"Such a productive day finally done, but super sad I'm missing the suite at arlington w the whole family "
4,Skacore invasion next week were playing @ 2:30 catch our set 
0,@Fredrikk got in a big argument last night with someone while I was very drunk and I don't think they care about me anymore  
4,Ex boyfriend contacted me wanting to work things out...bad timing someone has already taken his place!! And he's amazing 
0,@AnnetteStatus OMG! thats all of my favorite bands!!! 
4,"@Taochild Aircraft I like more, but I like a nice engine too, especially from Austria... "
0,"@Kimberley__ aw your poor baby  he'll be ok, though, if he stopped crying"
4,@chattyman  ahaha loveddddd last nights show  can't wait for next weeks 
4,Happy Gilmore is on 
4,@kat_n Aww good good!  What you up to today hun? xxx
0,I miss her and my sister 
4,noo i need to charge my ds cos its red 
0,You would think that I would be able to snap out of this pissed off mood.... But I just can't 
4,"Getting ready to go to my cleaning gig; it's a good day to be inside anyway, &amp; I'll be making money &amp; listening to NPR on my headphones "
4,@kellydmahaffey have fun today ! 
4,WOO-HOO...!!!! the mtv movie awards r on...!!!!!! 
4,@Sue_Moe Nothing like a Douglas Adams quote to begin the day. You might need a towel too... and some salt. 
4,"@StarShine629 so the mother of one of my exes tried to friend me on facebook ... twice. didn't like her then, still don't  awkward"
4,@marywallace &quot;Take over the world and make it FABULOUS.&quot; FTW.  
0,thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! 
4,@film24 as long as it's not hot dogs... 
0,"@ppinheiro76 oh hell yes! no thunder or rain in mafra yet, though "
0,i hate it whenever it rains heavily and i'm home alone 
4,"@JonathanRKnight Thank you Jonathan! I am the proud mommy to a 6 yr old girl, and a 14 yr old boy! "
0,@ciaobella6 lol ur funny hun!!!! now i think he's following me cuz someone told him 2 not cuz he wants 2 
4,@jemillahayne LOOL! I can agree with that  Btw. ANITA MADE TWITTER! She's following me. You can follow her from there Instead of searching
4,Going to play tennis  everyone is awake!
0,"i'm so tired, had to get up early "
0,@mileycyrus Because its goodbye and its that person!! 
0,@vjk2005 5 more levels! okay. my defense sum cant be strong.  demo ganbari masu! no plan to come back?
0,my BFF is SOOOOOO MAD RAD AWESOME!! &lt;3  and fyi...i somehow got a bruise on my finger!! 
0,@KevinCarachure Hey! Right now it's only on iTunes and at our shows  here's the link though - we'd LOVE a review  http://bit.ly/7UGgQ
0,"Tried supporting a nice, local printer - didn't vet properly, now have some not-so-great prints "
4,very tired cheer tomorrow! 
4,i need to get ready now 
0, WTF was I doing  :'( WTF
0,"@TraceyHewins i think i gotta go.  i'm really gunna miss you but i'll be on all day and all night tomorrow, I LOVEYOU"
4,Nice little stripper  http://tinyurl.com/njdrcm
4,"@gastrognome I thought it was a blast, too!  you didn't have any questions to ask?!! They weren't too keen on food bloggers.. ;)"
4,"@Wafirosli Hahaha. We use to complain ALOT and I mean, ALOT because of Socio, but heyyy! All worth it! "
0,I hope shopping will help my creative process. 
0,"Got so much accomplished today, and I have so little to show for it. "
4,havin seafood noodles and chicken loli.. haha  want some? mmm. yum yum. GG marathon
0,A date with my girlfriend. I miss my boyfriend .. 
4,"Skylar I'm not mean! =( I'm nice  And cris, yeah field day tomorrow and yes we eat"
0,SAD story on @GMA about moms not taking maternity leave. Another casuality of the recession  THANK GOD I was able to stay with Zoe
0,missing the boyfriend. 
4,@citytravelbug I'm green 
4,Conan is a-mazing!  lol
4,"I am currently enjoying my day  It's May 18, see   and I really like Biology and Inductive Research (UPCAT Review! ;)   aja, aja!"
0,@glennguan just started? I just reaching Central Market. 
4,@frankarr only kidding ... i think I could manage maybe 4 tops 
4,"@pinksugacupcake true indeed, understood, but....didn't wanna get threads FROM Italy too  HA luv ya so so very much "
4,Watching bride wars w/ @ratihsiahaan @oktorisa. We're going to study chemistry later 
4,Whats New... Im Wasted 
4,"@empiremagazine Gonna watch the Terminator trilogy on DVD  For about the 200th time, lol."
0,@LV_TIGEREYES Yuck on the new battery  but Yeah on the undie dancing lol!!!!
4,"@joshjanssen Cheers man, yeah squarespace. its very early stages at the moment &amp; theres alot more 2 do. But very easy and powerful to use "
4,i so love that it's kinda catching on.  KEEP #whereisjoeymcintyre ALIVE!
4,@AshleyLTMSYF can't wait to see your performance tonight!! And I love your drawing during the press conference yesterday 
4,@DarleneVictoria @PrimoAssistance  No Way! I'm not waiting that long!  heehee
0,@fall4ronluv : hey boo. 
0,@TaLisaDuhhh aww  it's raining hard as fuckk !
4,Off to Santa monica! 
0,Good Afternoon juss woke up (: and now cleaning my room. . . .  ahh im so tired 
0,@heartbaby twitpic isn't working right. 
4,@RibbonsofRed It's a great place to get or get rid of old tech though! 
4,good night #squarespace 
4,Beat the morning commute to Ann Arbor - now on to beat the deals &amp; savings out of the grocery chores. 
0,"@minteva i'm guessing that was to me, cause these chairs be a pain, but i have no spare powerpoints in my room "
4,taking the kids to the zoo today.. opening day! 
0,@ellielocke si le pedi a la blonda pero no sabe either why  snif sho keria !
0,just lsaid goodnight to Stefan  I had a lot of fun though!
4,@LisaMantchev LOL  Well I'll cross my fingers and toes for you so that you can type your next novel   Have a nice sleep
4,"Sydney - Holden - Commodore - 1992 - $1,600  - new ad received and will be posted on the HCC site soon "
0,Back to college 
0,ouch....my teeth hurt...the denstist was not fun at all 
4,"@TaiSaintBoogie Lol, Why thank you much "
4,@abrakapocus Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! 
0,"@mandajayne22 It's like a timeline, so as soon as people send you *new* tweets, they'll show up. It doesn't automatically show history. "
0,working but still sleepy 
4,@PhDgirl_inwar  haraaam hang on to life ..hang on to life 
4,Study time is over. If I had a fivehour energy I would prolly stay up so I wouldnt forget.Lol I think commen sense left me in the process 
4,"@mclanea yeah cuz majority is always right unless they voted for Bush, I know how this game works. "
4,jus got back from hangin with some friends i haven't seen in a while...now i'm with my love 
4,I AM FEELING JOY THAT CAN ONLY BE EXPRESSED BY EXCESSIVE USE OF THE CAPSLOCK BUTTON. 
4,"@dianaejennings sure thing! when times are the worst, family is the best.  that and doggie kisses. "
0,Vacation ended early. Will have a news story posted soon. Will send the link asap. Fla. Turnpike was a mess today. 
4,@pfellas Shame ;) Seriously though...Thank you! 
0,@rfilsinger are you sick or is it allergys like I have 
4,Excited about getting some Jimmy Johns at work tonight..yummo! 
0,"I'm sad, I'm gonna miss out on the Mother's Day Festivities tomorrow. I'll be at work. "
0,Loved the Giganotosaurus Primeval episode !  Sure miss Cutter tho  
0,@Collin_wolfboy your so lucky you've finished school! i have to wait for end of July 
4,@chrisMibacache it was tiring cos i barely sat down..i was walking around for hours lol um i bought new jeans &amp; a cardigan 
0,@Ohmahlanta YOU SHOULD! Now I'm listening to that CELEBRATE song.... I'm losing my sense of good music. 
4,@NikkiBenz @ModelMandyLynn November 14th for me  Add another Scorpio to the list.
4,@Hoodtip101 Thanks 
4,"in between goals is a thing called life, that has to be lived and enjoyed. "
0,Saw this one of a kind gal on a dating site ... lost contact in the am hours 
4,"@KingandDude Go GM5  So SB is human after all,scottish ,hotel bar,the F word?? you go Susan. LOVE HER."
4,@YoungQ night Rob! 
0,is so tired all the time even getting 8 hours sleep... what the heck is wrong with me?! 
4,"@JustBon4 Got you three, too.  I like that, too. Getting tired of the stuff being available, then gone."
4,So I had a talk with Vero... &amp; turns out we might make it to the warped tour 
0,@__vasia__ 24. Finished school around October. Looking for a job. But it's hard 
4,@Xx_McFly_xX am not ment to lol  must in tweet soon  lyl xxx
4,@TimmyGotSoul they just don't get off much.  I learn what not to do on there 
4,i'm currently listening to the music of Ms.Taylor Swift. 
0,"@halespaleales whhhaaattt?  you've got hugs and shoulders over here, darling."
0,Omg my stomach is amgry at me. 
0,"@BlowhornHulk I know.  I hate it. I have to take every four hours, in addition to two other over the counter meds, and prescribed meds..."
0,@RaraACTIVE eh ill try. gotta play soccer tomorrow 
0,"@tocupidwithlove beh hari tu aku dah calar camera die, that's why die tanak lend. now everyone in the house thinks my hands are cursed. "
0,"Struck down with viral infection, peaved getting ill. "
4,"i still got so many unsaid thiiiings that i wanna say, and i just can't wait another day, i wish she knewwwww (8) MEMORIES "
4,finally back in good ol' Wirksworth! 
0,@tweetiepies aww 
0,@breezefloetry i dont have a facebook...  but im from philly... u?
0,@mickiep21 Mick! How come im not on your follow friday thing!  xx
4,heading to bristol in the convertible with the fam 
0,"someone should totally give me a massage right now,my back hurts sooo bad now  i wish i never hurt my back waaay back in the day lol"
0,getting ready for class tonite...first day of summer school...WACK!!! but it has to be done... 
0,140 Limit #@!!*##@!! Even twitter hates me  karen
4,Dick in a box! Gonna DL lonely island! 
4,@boxxybabee Amazing choice. Love that movie 
4,grocery shopping with angie and scottie 
0,  gooood night!!   must prepare for tomorrows meeting now
0,gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*
4,"Remedy Drive Concert was AMAZING!!!! Phil, Dave, Dan, and Paul are so incredibly nice and talented!!! Thanks for signing my shirt!! "
0,Quick Q - the 88~89 GTS tach/speed cluster should be the same as one from the 91 year correct? Trying to track down some wiring ghosts. 
0,I just realized I have one more episode of Freakazoid to watch and I will have seen all of it. Again.  why didn't they make more of it?
0,@katierina oh dear  i'm going to attempt to make Creme brulee things for the parents tonight.....argh!x
4,Thank God It's Friday !! 
4,"This lady is a Hot Mature brunette MILF , Her cuck seems happy to bendover for her, he takes it deep and hard up his loose ass "
4,on our way to church! Pumped to hear sanga preach tonight! Had the best nanna nap this arvo 
4,@tigertwo Congrats! Great finish time 
0,Shucks! I forgot to watch Kate &amp; Leopold at 3 pm on star movies. 
4,Shutting down work ... 17 hour day...  sleepy
4,@CandaceLynn  niceee 
0,@popthemusicdrug it's my fault. sorry. 
0,I wanted to finish watching the Tonight Show w/ Conan O'Brien but I got sleepy  so night ppl
0,"@joehehlj would but I'm working  if you go saturday you can catch my friend jimmy's set. Or ex, I should say."
4,"@adamsmith_3 sorry there my trout, but no one wants to hear about the blisters on your feet! "
4,@boyink You mean it wasn't me again? 
4,just got over the darkening fields in the mail from www.darkregions.com  can't wait to read it!
0,i only have 78 update.. well 79 now... thats soo pants 
4,cannot believe her trip to Washington DC for NSAC is nearly here! so excited 
4,3n0m15: puscic: what�s the meaning of life? - Wolfram|Alpha  Grande risposta!!! Non avevamo dubbi! http://ff.im/-2ZRJr
0,"uh, missed greek  its gossip girl now. How fun is that????????"
0,@NKOTBLVR its gonna depend on how i am feeling.. i think i may have an ear infection now 
4,@celiaistall  I KNOW RIGHT?! tis shocking i didnt get on yesterday  i was trying out my selfcontrol skills  haha btw they work 
4,Justice in a cage at the clinic  http://apps.facebook.com/dogbook/profile/view/6906983
0,just got back from school..so tired..I'm still going to do a bunch of homeworks.Ugh! 
4,@xBabyV r u gonna be in any new movies soon?! Hope u r! 
0,I seriously need a printer. It is far too cold to go to the lab 
4,Just got back from watching Angels &amp; Demons... after 3 weeks of waiting. Finally!! 
4,@sharonkneadles Best of luck to you 
4,loved the rain 
4,ahh thats better  mm lovin' the bbq ;)
4,I just had to listen to one brag about his TER mark 
4,@davedevereux I was expecting &quot;It was emotional&quot; 
4,sounds like air  ? http://blip.fm/~4oovm
0,so what's happened to swine flu in the media? 19315 cases and 117 deaths in 66 countries...not good 
4,@callie80 you get his plate #? You can call it in. 
0,"Damn, the cupcake bot was at maker faire and I missed it! "
4,"does it help by adding it multiple times in a tweet? i doubt so, but whatever, it's more fun  #andyhurleyday"
4,4 weeks until I get married! what?!?! 
0,"thats horrible that Jon &amp; Kate broke up, because they have sooo many children! "
4,Photo: pineappleupsidedown:  ya estoy high! hahaha http://tumblr.com/xkf1wi3q2
4,At a party  had a guiness. And now my cobra! 
4,"@StDAY Goodnight, M!  "
4,juss chilllinnnn 
4,@stephizzzle aww hello  haha yeah early thursday miss. JUST FOR YOU lol. n whats all this about getting sick. REST!!! EAT HEALTHY!!!
0,i think that i have an ear infection! 
4,"Going to start taking weavings off looms for my NCES 4th graders.  They were taking standardized tests last week, so lost a day of art. "
4,Reflecting on the coaching I've offered today to those recently laid off. Inspiring and fulfilling. v. happy. 
4,@MeticulousBob maybe a snooze in the sun then? 
0,@LauraDunne aw meen  have some green tea or watever the hell u used t hav ha.. k u gona buy it  ha
0,great night out in bath last night! hungover early morning scramble back to church in bristol on public transport not so great though 
0,Rite i dont have a lift in2 town 2nite so im gona be £8 down b4 i even have my 1st drink 
0,just got twitter aaah so confused! 
0,@meepbobeep I am lost. Please help me find a good home. 
4,"@ddlovato I love you, I love all your songs. I'm from spain! "
0,My xbox as finally given up the fight 
4,Mom made my favorite dinner again.  
4,Just checked and wrote mails. Now finally creating my first usable rails application. 
0,@buhbuhly tell me just passing stadium .. Left the house early 
0,Wow I have to wake up hella early tomorrow. 
0,At the emergency vet with the cat.  Poor Simba is limping and won't stop crying.  
4,blockbuster had hannah montana!  watching it now haha.
0,lying in bed looking #scrubs. I ran out of my favourite #cookies 
4,"@kaymatthews But @Twittley's a major old-timey comedy guy, and would've been totally down with that first half hour. But of all movies! "
0,@ODRiley no i havent  been waiting patiently on it!
0,I have the slowest computer ever 
0,well that answered my last tweet.  none of my 100 followers care what im saying.  wonderful. 
0,@TinkerbellTanya That's all I want... 
0,OMG only 6 days holidays  I have to learn but i don´t want haha xD /// FOLLOW ME PLZ
0,@n_ng Thanks! I typed upsome of the story on facebook on a comment on my status. Twitter wont let me fit it here  Haha.
4,tight jeans double d's makin me go *whistles* LOLL!! 3oh!3 are the awesomest band 
0,@dougiemcfly   hiya im a big fan but im reali bored cuz im ill in bed  so borin plase reply will make me very happy xxxxxx
4,"Music is like poetry, we think about life and it's many changes, thanks for stopping by.  #jtv http://justin.tv/echoman74"
4,so excited for the lakers!!!!!!   I want tickets for the finals 
0,dear twitter. ive been neglecting you today. im sorry. its been a trying day 
4,On my way to streets of willow with Chuck and Hannah. Didn't get any sleep. Gonna be a long day. At least I get to ride 
4,@khani Yep. I think the world is a safer place now Or more organized in crazyness. Now people will be seeking U out COZ you're crazy 
4,"Remix done... tommorow exam... learning, learning, learning... "
0,Working 1 to 10. No fun. 
4,@Recollecta LOL. maybe your patient is not confused but just dyslexic. you know johnny and recollecta 
0,I missed this [http://tiny.cc/Faa4J] today by not going into the city.. 
4,twitter's actually pretty fun 
4,"New farm blog updates - lazy ponies, new calves, pig house, eating local, firewood - all the usual stuff  http://lifeboat.co.nz/"
0,@cosryan Oh no did I put the wrong name on it!? 
0,where are all the twitterers from iran? 
0,I really wanna learn how to harmonize by ear 
0,@marciechapa im back on twitter. 
0,"broke my ankle. have to stay at home for the next 6 weeks... poor timing, one year too early! soccer worldcup starts next year "
0,@FashionGuru should be a great show!!!!! BTW: did u ever get to see the Hannah Montana movie??? still havent gotten the chance to see it 
4,Tanzee says &quot;WHAT'S MY MILSBERRY PASSWORD?&quot; O.O 
0,"@Johnboyy No, better. It's fairly easy to work out. Have Arsenal bought anyone yet? "
0,Right.  Time to go out and spend money I don't want to on new earphones since my left bud died this morning 
0,@ddlovato i wish i could come 
0,"just has to put in the scholarship recipients and the honor mentions,...the rest, i'm missing  rawr."
0,@shortyjunior 
0,@fupster omg I looked at the pic  I should never do that. Do you know how much time Joyce has? I will repost her asap to other outlets
4,@BBaranowski I've seen every episode so man times that its the perfect background noise for falling asleep...and a funny one as well 
4,"To make it clear.  100 downloads thru iTunes.  And yes, unique downloads @astan "
4,@johncmayer You'll be okay as long as you never had that &quot;Not so fresh feeling&quot;  
4,sittin over mr.bently's house. i thinl imma pend da night i have the itis now after the wing an drinks cant wait till tomorrow thou 
0,@mark_ca I don't get ondemand  do they put it out on dvd's?
4,@dbdc lol aw he is a cute monster then!!! 
0,http://twitpic.com/7snm9 - There are crackwhores with nicer nails than me 
0,"going to a bridal shower today, looks like its going to rain "
0,Too much ice cream...not feeling well  #fb
0,@lovelytrinkets  Really love your earrings - pitty you are in the US 
0,@bsailer but when the boy is cute you don't need to go berserk on them daddy 
4,got my GA ticket for Blink 182 the first day of classes at Saratoga. 
4,@goodolfroggy Turn up the fan and drink lots of cold water! Maybe watch a movie set in winter? 
0,@heidigoseek  i hope the rest of the day is better
0,@aussiemcflyfan  omg noo  thats so sad
4,@fleurdeink welcome! party starts in 10 minutes  #CGFT
4,@Dominicrayt Hey 
4,@thugzbunny thank you so much   please tell your friends!! 
0,wish i was hanging out with u guys instead of sleeping though 
4,My phone now has a name! I bring you JONAS!  
0,"ACCCCKKK!!! @anhorse is coming to Atlanta AGAIN and I cannot go... one of these years, I'll get to go, one of these years... "
4,had a longgg day! off to bed! 
0,I'm seriously missing my noise cancellation head phones.. Returning them to Best Buy this Friday.. but until then default iPod ones.. 
0,Ugh...sick with Strep.  
0,":/ packing suckss, im out tommrow "
4,In Nashville until Tuesday Mornin'.   Henna Night Tomorrow and Wedding on Sunday.
4,I'm going to start reading in a sec. Breaking Dawn! 
4,"@Brandilyn Yes, but when do you do that? "
4,long weekend. thank god i can sleep in on monday 
4,@skibumbrian777 no see? hawaiin pizza is just wrong - it has warm pineapple. and ham. try harder next time  #B.. http://tinyurl.com/m5sso9
0,work all weekend. 
4,@successquest thanks for the connection i appreciate it 
0,@mizofizo no there was a BBQ/craft thing in JP today. And we don't have room for a papasan  unless no one moves in
4,@jamietworkowski Brooke Fraser as in from NZ? you should totes try write a song together haha 
4,@zoog_angelspit I. Am. So. Excited. !!! 
0,Need to find a new job/volunteer opportunity now that the Tech no longer needs me.  826 Valencia? Jamba Juice?
0,"ciao again @crispast! i rb twice 'cause i couldn't hear the one you played  .. crazy blip.fm! .. i hear this,... ? http://blip.fm/~6j3br"
4,@Jonasbrothers Be there or be square and I will def be there 
4,@showMe_Heaven al final iras al cncierto? 
4,@ACDalgaard ha ha i will hold your hand 
4,watching 3rd JONAS ep. 
0,@reelmancoop i think my soul cried when i read that 
0,"sore stiff neck, can't think straight. Really not helping the revision! "
4,@thechrisgriffin Happy Birthday! Have an awesome day and eat cake 
4,@claytonmorris congrats on your Wii win! 
4,reading a book 
4,Lunch time *crunch.will simply have instant noodles today 
0,2 more hours. Blah blah blah. :/ Radio switched to the rap. 
0,"@broken_baja thanks - it was a nice cake, it had cream in it!  I ate too much "
0,Is in pain ....... Poor Me! 
4,@mistygirlph playing around with a few ideas and being general geeky 
0,"Advice, I need some and there's no one to talk to and no one online. I'm actually really scared for my sister "
0,D'OH!!!! I knew it was too good to be true...the &quot;coupon/voucher&quot; is for 10 days only....  my fault..but at least my friend had fun!
0,"@Paul__P yea i guess since they all live out there, but still "
4,"@jeremyself Downside of Twitter, Ppl can't DM you unless you follow them on Twitter. That's why I had to email you this morning! "
0,heard from one of my bestest today and I miss her sooooo much iy brought tears to my eyes 
0,@zudacomics awww...do i have to? 
0,Snapped my board 
0,"just checkin' in be back on latah,got alot going on "
0,Wishes I was home... No place like home. 
4,@roadburnfest It's an awesome album. Why don't you book them for next years festival 
4,@ArfanChaudhry  Candles are not ment for a specific gender. Im telling u. U gotta be open to things of life. Don't matter what it is. 
0,not feeling work today   ....do i ever?
0,"Diversity were amazing, but I am sad Susan Boyle didn't win it - not sure why BGT "
4,@LisaMThomas thanks 
0,@TORIANBEAN14 I am lost. Please help me find a good home. 
0,reading about air france... it's like a nightmare became true... i feel so sorry for all who are affected 
4,"@MollieOfficial Hey, come to Belfast you were amazing @ the Tangled Up Tour, how was Britney? Im going on the 19th "
0,I heard that @ANTROPOPHAGY is trying to copy-machine radiate himself in sorrow that @EricVonRoyer doesn't love him anymore... 
0,@Adcuz Solent Pedal postponed due to force 4 to 6 winds - Coast Guard will not allow us to attempt the task. Just a postponement 
0,Pretty much finished moving...now begins cleanup at the old place.  
4,wanna chill text me  2156948610
4,Rafael Nadal in that pink shirt is working for me 
4,"Building a fanbase, check out my blog at http://jameshughesblog.com . Leave a comment if you have a spare minute "
0,@diddlez I haz it! but at home. i'll send it to you when Im at home. And no skrilla?  you could come anyway!
0,has just got home from playing bingo and won £8 lol ................. bargain !! still missing steve like mad tho !! 
4,"body shot. new skirt ftw  ooh the purples gone, thank god for so much swimming and hair washing last week. ja... http://tinyurl.com/ksbdpj"
4,@devsengupta what tool are you using? i can't imagine you're updating your address each time you go somewhere... 
4,@frodofied I am always eating 
0,@AshMsPrototype I should but I gotta b up and ready for church in the morning 
4,@joelcomm Looks good Personal and yet professional I was lucky my wife @pambrossman does them and you could say I got it done in-house 
0,Searching for a job! 
4,im reading now! 
4,"Just watched The House Bunny, I agree.. with the fact that it's friends and family who matters   always did. &lt;3 &lt;3"
0,feeling kinda fresh with my new haircut haha. ten min left of my break though 
4,@CrocDingo Demain le golf 
4,"@Wilsern thanks mate. I reli want 2 play sports w u, but it seems 2b difficult today..  But I prob come to Sing for an internship in July."
0,@Busymom I do that too! Specially after my Passport got stolen out of my bag! 
0,@sharylsy18 are u sad or did u expect na d tau punta meet and greet?  how can i meet david na?
4,"@Mia__Cavallo Hehe Hi hi  I is really.. tired?For some reason. I took a nap, but its like i was awake the whole time sleeping :/ How be u?"
0,"Dang, I need a bed in the bay area Monday / Tuesday night  Anyone able to help out?"
4,"Just had a free lunch at Oliver Garden - Italian, thanks Cisco Team "
4,@hollyingram1 i'd good thanks  AHHHH! NEXT WEDNESDAY!? wheres al the time gone!? i swear we had loads of time! is your group ready? xx
4,New panties AND Dutch Bros. I win! 
0,Sigh. Just ordered lunch for delivery. Chained to the desk until Verizon shows up. May not be until 2:00 now.  
0,"Watching the Tiger game, and Porcello having a bad game "
4,@Q_dog Happy Birthdy!! Hope you have a brilliant time &amp; get treated fantastically 
4,"@TheChessQueen he's fine now.did the warm rag thing and a pepcid, he bounced right back! thanks for asking! "
0,OMG its tooo quiet...someone say something... 
4,@30SECONDSTOMARS Congrats. You guys reached your goal. I hope mixing is going well  Reanna
0,@KTIG I forgot the lemon though 
4,@trixie360 We're going to be recording the latest episode of the Truthcast. 
0,Awwe the bf leaves again tonight 
0,@Cabrissi  oh poor La  I decided not to go. Dammit  Have to get this NPM work done and also some brochures 2 take 2moro 2 busmums thing
4,Ryan Griffen is a superstar and an absolute champ and should win the brownlow.... and take me as his date 
0,"Would love to take another, but don't wana O.D. that would not be cool......hmmmm guess i live with the pain "
0,"In the office with a Venti Red Eye from Starbucks, fighting to stay awake.  #fb"
4,@NerdyNerak LOL. I'm pretty thrilled.    Have fun with your shower! 
4,@Killerbirds Spencer is so cool. A great gig at The Tote. I still gotta get my photos up. Remember to get a shot for him when he plays. 
0,Had a great weekend! Back to work 
0,I'm still in my bus and dilligently tweeting.   Construction on GPW South.    
4,"@DirtyDiva Yeah, I saw that - MS stuff just flooding Twitter's trending topics is awesome "
0,Sinuses? An allergy? A cold? Fugg if I kno. I just wish my face n nose wud stop damn twitchin 2day. 
0,@NarelleKylie dont you start whinging I have to go to work in half an hour 
4,@realmattlucas Amazing at said latest Rock Profile. Genius. Well done to both of you 
4,@camcalupitan i have a lot of things to do eh hahaha i need a much needed cantina bonding. friday? 
4,"@dannygokey haha! Yes Danny, I'd love to see that! "
0,"In venice italy, heading to the airport, time to go home "
0,@LarissaBrady I also prefer trackpoints... 
4,"Just got to work, lots of graphic design to do today, have a good day everyone! "
4,"@meiko911 HAHAHAHAHAA...I love your sense of humor! you are amazing, btw "
0,"Too much time in the dark room scanning for pics.  Hungry &amp; tired, time for lunch. Staining neurons can wait."
0,I didn't get the King Pacific Job... 
4,"GUYS: FOLLOW @TheLaliEsposito she's my friend.and she's Lali  If you don't meet her,don't care,you will see,how excelent person is she "
0,"chocolate cake, choc-chip ice cream and cartoons; oh how I wish "
0,@XcourtneylisaX well i really cant belive that  xxx
4,@myfabolouslife here I am! 
0,@drinkme_in Down for maintenance 
4,"@murderDanielle but for you, i will. "
0,i will not get to get on here for over a week my how i will miss all of your tweets 
0,@thedoodlebum uhuh  i'm sorry baby
4,@Joyfullyblessed am i the second best thing? 
4,@Casi_76 yes it is slightly wrong to hate your brother  and with me and my sister it's complicated but I deal with it for the sake of the
4,r u serious. im there straight away. 
